"Zulassungsnr","product","substance","Wirkungsbereich","crop","health","reference.sum.risk.scores","formula","sum.risk.score","HL","TL","FL","PLI"
"006788-65","Lizetan Buchsbaumzünslerfrei AF","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"024785-75","Lizetan Orchideen- & Zierpflanzenspray","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-76","Lizetan Orchideen-Spray AF","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"008252-60","Lizetan Plus Blattlausfrei AF","Flupyradifurone","Insektizid","Vegetables; Fruits; Grapes; Date palm; Coffee; Cocoa",NA,300,1,0,0,2.59924868154296e-05,0.000291838255474944,0.000317830742290374
"008694-00","Lizetan Plus Combistäbchen","Flupyradifurone","Insektizid","Vegetables; Fruits; Grapes; Date palm; Coffee; Cocoa",NA,300,1,0,0,0.00610823440162595,0.0685819900366118,0.0746902244382378
"00A001-60","Lizetan Plus Schädlingsfrei","Flupyradifurone","Insektizid","Vegetables; Fruits; Grapes; Date palm; Coffee; Cocoa",NA,300,1,0,0,0.00812265212982174,0.09119945483592,0.0993221069657417
"008252-00","Lizetan Plus Schädlingsfrei AF","Flupyradifurone","Insektizid","Vegetables; Fruits; Grapes; Date palm; Coffee; Cocoa",NA,300,1,0,0,2.59924868154296e-05,0.000291838255474944,0.000317830742290374
"024785-77","Lizetan Zierpflanzen- & Rosen-Spray","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"00B017-00","LOBESIA PRO PRESS","(E,Z)-7,9-Dodecadien-1-ylacetat","Pheromon",NA,NA,300,1,0,0,0,0,0
"00A265-00","Lodin","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","EUH066,H304,H319,H335,H336",300,1,75,0.25,0.0329891856972948,0.025445322297696,0.308434507994991
"006914-63","Lodin EC","Fluroxypyr","Herbizid","Rangeland; Permanent pasture; Non-crop areas; Cereals including wheat, corn; Orchards; Vineyards","EUH066,H304,H319,H336",300,1,65,0.216666666666667,0.0296902671275654,0.0229007900679264,0.269257723862158
"028124-61","LOGANO 100 SC","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H317,H318,H361d",300,1,160,0.533333333333333,0.00953568413363444,0.0145989114843066,0.557467928951274
"007865-00","LONTREL 600","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations",NA,300,1,0,0,0.0614615291878414,0.1458952610546,0.207356790242441
"006851-00","LONTREL 720 SG","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations",NA,300,1,0,0,0.0737538350254097,0.17507431326552,0.248828148290929
"005747-69","Loredo Quattro Universal-Rasenunkrautfrei","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne","H319",300,1,15,0.05,0.0143408336910874,0.0913175452256125,0.1556583789167
"024034-61","Lotus Ethephon","Ethephon","Wachstumsregler","Cereals; Fruit including pineapples, bush fruit; Coffee; Ornamentals; Tobacco; Rubber",NA,300,1,0,0,0.0918460719480136,0.0744892028771614,0.166335274825175
"00B087-60","LS-PYRAC","Pyraclostrobin","Fungizid","Cereals including wheat, barley, oats; forage & grain maize, triticale; Sugarbeet; Potatoes; Vegetables including brassicas, carrot; beans, vining peas; Fruit including strawberry, blackcurrants","H302,H304,H315,H317,H319,H332,H335,H361d,H373",300,1,230,0.766666666666667,0.34605866053382,0.0750010920492418,1.18772641924973
"007180-00","LS AZOXY","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals",NA,300,1,0,0,0.0472886782538121,0.313238903820162,0.360527582073974
"008996-61","LS Mesolodo","Mefenpyr","Herbizid",NA,"H315,H317,H318",300,1,100,0.333333333333333,0.0003464,0,0.333679733333333
"00A896-00","LS PROTHIO METCO","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H302,H315,H317,H318,H335,H361d",300,1,190,0.633333333333333,0.00795862227395268,0.0121227318076324,0.653414687414918
"044660-67","Lumestra","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H319,H361d",300,1,85,0.283333333333333,0.00953568413363444,0.0145989114843066,0.307467928951274
"044660-65","Lumica","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H319,H361d",300,1,85,0.283333333333333,0.00953568413363444,0.0145989114843066,0.307467928951274
"00A129-00","Lumiposa","Cyantraniliprole","Insektizid","Onions; Potatoes; Field tomatoes; Vegetables incuding brassica, cucurbit, fruiting, and leafy vegetables, as well as greenhouse-grown aubergine, pepper, and tomato",NA,300,1,0,0,13.6855280010413,0.335460587569708,14.020988588611
"00A129-60","Lumiposa Xtra OSR","Cyantraniliprole","Insektizid","Onions; Potatoes; Field tomatoes; Vegetables incuding brassica, cucurbit, fruiting, and leafy vegetables, as well as greenhouse-grown aubergine, pepper, and tomato",NA,300,1,0,0,13.6855280010413,0.335460587569708,14.020988588611
"00A994-00","Lumisena","Oxathiapiprolin","Fungizid","Fruiting vegetables including tomatoes, aubergines, peppers, and curcubits; Lettuce; Grapes; Melons; Potatoes; Herbs","H317",300,1,20,0.0666666666666667,0.0155838201271707,0.180432608072513,0.262683094866351
"008536-00","Luna Care","Fosetyl","Fungizid","Fruit including grapes, apples, pears raspberry, blackberry, strawberry; Ginseng; Lettuce; Onion; Broccoli; Tobacco; Turf; Ornamentals","H319",300,1,15,0.05,0.0267049849708252,0.000438700564971751,0.077143685535797
"026861-00","Luna Experience","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","H319,H361d",300,1,85,0.283333333333333,0.0292316480172897,0.120314802613242,0.432879783963865
"008479-00","Luna Max","Fluopyram","Fungizid","Potatoes; Sugarbeet; Fruit including apples, grapes and strawberries; Cotton; Soybean","H317,H361d,H373",300,1,160,0.533333333333333,0.00747672819257971,0.225646908952336,0.766456970478249
"007214-00","Luna Sensation","Fluopyram","Fungizid","Potatoes; Sugarbeet; Fruit including apples, grapes and strawberries; Cotton; Soybean","H302,H317,H362",300,1,80,0.266666666666667,0.024922427308599,0.752156363174455,1.04374545714972
"005950-60","Lupus SX Mais","Thifensulfuron","Herbizid","Cereals including wheat, barley, tritical, rye, oats; Corn/maize; Soybean",NA,300,1,0,0,0.0255079586402237,0.811806574981746,0.83731453362197
"034028-61","Lynx","Tebuconazol","Fungizid, Wachstumsregler","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","H302,H318,H332,H335,H361d",300,1,175,0.583333333333333,0.0365395600216121,0.150393503266552,0.770266396621498
"025662-65","Lynx Pro","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H315,H319,H335,H361d",300,1,105,0.35,0.00994827784244084,0.0151534147595405,0.375101692601981
"008414-00","LYSKAMM","Diflufenican","Herbizid","Clover-based pastures; Field peas; Lentils; Lupins; Winter cereals; Soybeans; Corn",NA,300,1,0,0,0.255445751232178,0.682086900770344,0.937532652002522
"00A553-00","Maceta 100","Quizalofop-P-ethyl","Herbizid","Sugarbeet; Fodder beet; Winter and spring OSR; Potatoes; Combining peas; Field beans; Other pulses; Linseed; Sunflowers","EUH066,H304,H318",300,1,90,0.3,0.0157650175775149,0.0201254898914622,0.335890507468977
"00A485-00","Maceta 50","Quizalofop-P-ethyl","Herbizid","Sugarbeet; Fodder beet; Winter and spring OSR; Potatoes; Combining peas; Field beans; Other pulses; Linseed; Sunflowers","EUH066,H304,H315,H317,H318,H332,H336",300,1,165,0.55,0.00788250878875745,0.0100627449457311,0.567945253734489
"02A280-00","Madex Apfelwicklerfrei","Cydia pomonella Granulovirus Isolat GV-0013 (Isolat V15) 2.500.000.000.000Granula je l","Insektizid",NA,NA,300,1,0,0,0,0,0
"006903-00","Madex MAX","Cydia pomonella Granulovirus Isolat GV-0006 30.000.000.000.000Granula je l","Insektizid",NA,NA,300,1,0,0,0,0,0
"00B297-00","Madex Primo","Cydia pomonella Granulovirus Isolat GV-0015 30.000.000.000.000Granula je l","Insektizid",NA,NA,300,1,0,0,0,0,0
"02A417-00","Madex TOP","Cydia pomonella Granulovirus Isolat GV-0013 (Isolat V15) 30.000.000.000.000Granula je l","Insektizid",NA,NA,300,1,0,0,0,0,0
"00A935-00","MAGANIC","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H314,H317,H351",300,1,190,0.633333333333333,0.0139275889794172,0.0212147806633567,0.668475702976107
"007026-00","MAGNELLO","Difenoconazol","Fungizid","Vegetables including carrots, asparagus, brassicas; Potatoes; Cereals including barley, oats, rye, wheat, triticale; Sweetcorn; Beets; Cotton; Canola; Tomato; Pome fruits","H319,H335,H351,H361d",300,1,165,0.55,0.142186948219024,0.113329422060735,0.80551637027976
"008603-00","MAINSPRING","Cyantraniliprole","Insektizid","Onions; Potatoes; Field tomatoes; Vegetables incuding brassica, cucurbit, fruiting, and leafy vegetables, as well as greenhouse-grown aubergine, pepper, and tomato",NA,300,1,0,0,8.75873792066642,0.214694776044613,8.97343269671103
"024440-00","Mais-Banvel WG","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye",NA,300,1,0,0,0.213052426022183,0.0577466357420254,0.270799061764208
"00A076-60","Mais Banvel Flüssig","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H319",300,1,15,0.05,0.146093092129497,0.039597693080246,0.235690785209743
"007424-00","MaisTer power","Thiencarbazone","Herbizid","Corn; Sweetcorn; Soybean; Beet; Wheat (Spring & Durum); Turf; Ornamentals","H318,H351",300,1,140,0.466666666666667,0.000506994915645967,0.0102390290098236,0.477412690592136
"005177-00","Malvin WG","Captan","Fungizid","Fruit including apples, apricots, blueberries, blackberries, cherries, grapes, raspberries, nectarines, plums, peaches; Almonds; Grasses; Roses","H315,H317,H318,H332,H351",300,1,185,0.616666666666667,0.0853638313163776,0.0632200849331017,0.765250582916146
"007808-00","Manipulator","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302",300,1,10,0.0333333333333333,0.162404540154599,0.215549815387324,0.411287688875257
"060122-76","MANNA DUR UV Rasendünger mit Unkrautvernichter","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.00163895242183857,0.0104362908829271,0.0120752433047657
"044660-62","Maran","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H319,H361d",300,1,85,0.283333333333333,0.00953568413363444,0.0145989114843066,0.307467928951274
"00A163-00","Mateno Duo","Aclonifen","Herbizid","Soybeans; Peanuts; Beans and peas: Rice","H351",300,1,70,0.233333333333333,0.175031146993464,1.1298506055314,1.5382150858582
"00A711-00","Matrican 100 SC","Florasulam","Herbizid","Wheat; Barley; Oats; Rye; Triticale","H315,H318",300,1,80,0.266666666666667,0.119370717942273,0.00819945830092978,0.394236842909869
"00B047-60","Mattium","Cymoxanil","Fungizid","Potatoes; Tomatoes; Grapes; Hops; Sugarbeet; Vines","H302,H317,H361fd,H373",300,1,170,0.566666666666667,0.112459590364638,0.0107670928552564,0.689893349886561
"024353-61","MAVITA 250 EC","Difenoconazol","Fungizid","Vegetables including carrots, asparagus, brassicas; Potatoes; Cereals including barley, oats, rye, wheat, triticale; Sweetcorn; Beets; Cotton; Canola; Tomato; Pome fruits","EUH066,H304,H319,H351",300,1,105,0.35,0.355467370547561,0.283323555151837,0.988790925699399
"024218-00","Mavrik Vita","tau-Fluvalinat","Insektizid","Potatoes; Cereals including wheat; Turf; Cotton; Fruit trees including cherries, peaches, plums, nectarines, Tamarillos, avocados; Beehives",NA,300,1,0,0,3.27668626295676,0.241956994278393,3.51864325723515
"006968-00","MaxCel","6-Benzyladenin","Wachstumsregler",NA,NA,300,1,0,0,0,0,0
"00A942-00","Maxentis","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H302,H317,H332",300,1,45,0.15,0.011937933410929,0.0181840977114486,0.180122031122378
"008516-00","Maxim 480 FS","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats",NA,300,1,0,0,0.104697011651042,0.889457142778813,0.994154154429855
"034676-00","MAXIM XL","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats",NA,300,1,0,0,0.00545296935682509,0.0463258928530632,0.0517788622098883
"00B152-00","MCOY","Folpet","Fungizid","Fruits including apples, cherry, berries, wine grapes; Ornamentals including roses; Vegetables; Tomatoes; Cereals","H317,H351",300,1,90,0.3,0.470971051692918,0.0468617048335592,0.817832756526478
"060939-68","MCPA 500","MCPA","Herbizid","Wheat; Oats; Tritical; Rye; Establish grass; Lindseed; Asparagus; Citrus","H302,H318",300,1,80,0.266666666666667,0.0910799381996448,0.305009975801285,0.662756580667597
"008105-00","MEDALLION TL","Fludioxonil","Fungizid","Fruit including apples, soft fruit, cranberries, pear, quince, grapes, strawberry and currants; Vegetables including peas, beans; Ornamentals; Wheats; Oats",NA,300,1,0,0,0.0272648467841254,0.231629464265316,0.258894311049441
"025620-00","Medax Top","Mepiquat","Wachstumsregler","Cereals including wheat, oats, barley, rye, triticale; Grass; Onions; Leeks; Garlic","H302,H319",300,1,25,0.0833333333333333,0.0167436653583492,0.000224411764705882,0.100301410456388
"050498-64","Mehltau-Frei Asulfa Jet","Schwefel","Fungizid","Fruit including apples, pears, gooseberries, grapes, peaches, strawberries, melons; Cereals; Hops; Beans; Carrots; Lucerne; Tomatoes; Peanuts; Ornamentals including roses","EUH066",300,1,10,0.0333333333333333,0.246014789108694,0.169493549255076,0.448841671697104
"025215-00","Melody Combi","Folpet","Fungizid","Fruits including apples, cherry, berries, wine grapes; Ornamentals including roses; Vegetables; Tomatoes; Cereals","H317,H318,H332,H351",300,1,175,0.583333333333333,0.530313404206226,0.0527662796425877,1.16641301718215
"007519-61","Memphis","Tebuconazol","Fungizid, Wachstumsregler","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","EUH066,H318,H335,H361d",300,1,160,0.533333333333333,0.0365395600216121,0.150393503266552,0.720266396621498
"044407-00","MENNO Florades","Benzoesäure","Desinfektionsmittel","Equipment and machinery where incidental food contact may occur; Rooms and buildings where food is grown or stored]","H318,H336,H373",300,1,170,0.566666666666667,0.00246395049652005,0.000470440272217262,0.569601057435404
"00A190-60","MEPHISTO 700 SC","Metamitron","Herbizid","Sugarbeet; Fodder beet; Mangels; Red beet; Pome fruit","H317",300,1,20,0.0666666666666667,0.0629498940613275,0.236405181796499,0.366021742524493
"00B119-00","MEPISHA","Mepiquat","Wachstumsregler","Cereals including wheat, oats, barley, rye, triticale; Grass; Onions; Leeks; Garlic",NA,300,1,0,0,0.00277963863528732,3.72549019607843e-05,0.00281689353724811
"044660-66","Meristo","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H319,H361d",300,1,85,0.283333333333333,0.00953568413363444,0.0145989114843066,0.307467928951274
"008993-00","Merkur","Diflufenican","Herbizid","Clover-based pastures; Field peas; Lentils; Lupins; Winter cereals; Soybeans; Corn",NA,300,1,0,0,0.0102178300492871,0.0272834760308138,0.0375013060801009
"00B159-00","Merlin Duo","Isoxaflutole","Herbizid","Maize; Sugar cane","H302,H317,H361d,H373",300,1,170,0.566666666666667,0.00694694427825177,0.000665039650373658,0.574278650595292
"00A980-00","Merlin Flexx","Isoxaflutole","Herbizid","Maize; Sugar cane","H361d",300,1,70,0.233333333333333,0.0333453325356085,0.00319219032179356,0.269870856190735
"024519-00","Merpan 80 WDG","Captan","Fungizid","Fruit including apples, apricots, blueberries, blackberries, cherries, grapes, raspberries, nectarines, plums, peaches; Almonds; Grasses; Roses","H317,H318,H331,H351",300,1,230,0.766666666666667,0.0853638313163776,0.0632200849331017,0.915250582916146
"008656-00","Merplus","Kaliumphosphonat (Kaliumphosphit)","Fungizid","Fruit including avocados, apples, grapes; Ornamentals; Trees; Salad leaves and lettuce; Garlic and shallots; Sprouts and shoots","H317,H319,H332,H351",300,1,120,0.4,0.0224492401421863,1.00855100418269,1.43100024432487
"008548-00","Mertil","Diflufenican","Herbizid","Clover-based pastures; Field peas; Lentils; Lupins; Winter cereals; Soybeans; Corn","H302,H317,H373",300,1,100,0.333333333333333,0.102178300492871,0.272834760308138,0.708346394134342
